"question1","question2","is_duplicate"
बहुत पँास से जँाचने पर भी उन्हें ढूंढ निकालना कठिन होता है |,"सिर की जूँ उड़ नहीं सकती, कूद या तैर नहीं सकती, लेकिन सिर से सिर तक जकड़ कर फैल सकती है।
",1
एक अमरीकी डालर की कीमत लगभग ६० पाकिस्तानी रुपये (सन् २००६) हैं।,"एक अमेरिकी डॉलर की कीमत लगभग 60 पाकिस्तानी रुपए (वर्ष 2006) है
",1
"सबसे पहले, मैं तर्क देना चाहूंगा कि ये सूची पूर्ण क्यों है.","सबसे पहले, मैं आपको एक तर्क देना चाहूंगा कि यह सूची पूर्ण क्यों है।
",1
संकट से उबरने का मार्ग न साम्यवाद दिखाता है न पूजीवाद .,"न तो पूंजीवाद और न ही साम्यवाद ने संकट से बाहर का रास्ता दिखाया।
",1
उनकी माता का नाम आनन्दी देवी था तथा पिता मुंशी अजायबराय लमही में डाकमुंशी थे।,"उनकी माताओं का नाम अयान्थी देवी था और पिता मुंशी अजायबराय लमही में डाक क्लर्क थे।
",1
दोनों सत्ताएँ एक-दूसरे के अधीन नही होती है वे संविधान से उत्पन्न तथा नियंत्रित होती है दोनों की सत्ता अपने अपने क्षेत्रो मे पूर्ण होती है,"दोनों शक्तियाँ एक-दूसरे के अधीन नहीं हैं, संविधान द्वारा उत्पन्न और नियंत्रित हैं। दोनों के पास अपने विभाग की पूरी शक्ति है।
",1
स्क्रीनशॉट और दीर्घाओं को वीडियो से लेने की अनुमति दें.,"स्क्रीनशॉट और दीर्घाओं को वीडियो लेने की अनुमति देता है
",1
ये सभी घने जंगल के विशेषतया नम उष्ण-Zकटिबंधी वनों के निवासी हैं .,"वे सभी घने जंगलों, विशेष रूप से नम उष्णकटिबंधीय जंगलों के सभी विशिष्ट डेनिजन्स हैं।
",1
मोटरवाहनों से निकलने वाला धुआं भी उद्योगों से निकलनेवाले धुएं से कम खतरनाक नहीं है .,"ऑटोमोबाइल निकास किसी भी तरह से औद्योगिक धुएं से कम खतरनाक नहीं है।
",1
इस प्रकार हमारे देश में हानिकर कीटों द्वारा फसल की क्षति एक जटिल समस्या है .,"इस तरह से हमारे देश में जटिल कीटों द्वारा फसल के नुकसान की समस्या जटिल है।
",1
यह क्यों महत्वपूर्ण है कि हम उन्हें संग्रह के एक सेट के रूप में यहां रखते हैं ?,"यह महत्वपूर्ण क्यों है कि हम उन्हें यहाँ संग्रह के एक सेट के रूप में रखते हैं?
",1
भारतीय पुलिस को सूचना दे दी गई जिसने पूरे देशमें उनकी तलाश शुरू कर दी .,"भारतीय पुलिस को धमकाया गया और वे पूरे देश में उसकी तलाश करने लगे।
",1
अकबर के पुत्र जहाँगीर ने इस मकबरे का निर्माण कार्य १६१३ में संपन्न कराया।,"इस कब्र का निर्माण पूरी तरह से 1613 में अकबर के बेटे, जहाँगीर द्वारा निर्देशित किया गया था।
",1
"वह अपने को समाज का सेवक , पहरेदार और मेहतर कहता था .","उन्होंने खुद को समाज का सेवक, चौकीदार, सफाईकर्मी बताया।
",1
उन्हें अपने वर्ण का अभिमान था तथा वे अन्य जातियों को तुच्छ मानते थे .,"उन्हें अपनी जाति पर गर्व था और जैसे अन्य समुदायों पर नज़र थी।
",1
इन मामलों में हम परमिट और अन्य पत्रों को उन्हें भेजेंगे ।," इन मामलों में हम उन्हें परमिट और सभी पत्र भेजेंगे।
",1
क्या लेबल विजेट सभी उपलब्ध क्षैतिज स्थान को भरना चहिए,"क्या लेबल विजेट को सभी उपलब्ध क्षैतिज स्थान भरना चाहिए
",1
%s: -ऑनलाइन और -ऑफ़लाइन एकसाथ प्रयुक्त नहीं हो सकता. चलाये '%s -help' अधिक जानकारी के लिए.,"% s: -ऑनलाइन और -ऑफ़लाइन का एक साथ उपयोग नहीं किया जा सकता है। अधिक जानकारी के लिए '% s -help' चलाएं।
",1
जबकि अगर देखा जाये तो पहले की तुलना में एक अच्छा जीवन पाना आज शायद ज्यादा आसान है।,"एक अच्छा जीवन बनाने के लिए, शायद पहले से कहीं ज्यादा आसान है।
",1
इस सिलसिले की ‎अंतिम कड़ी हज़रत मुहम्मद (सल्ल.) थे।,"इस श्रृंखला की अंतिम कड़ी हज़रत मुहम्मद (सल्ल।) थे।
",1
गोबर में उपस्थित वह कौन से अवयव हैं जो कृषि के लिए उत्तम खाद और गैस बनाते हैं?,"गोबर में कौन से घटक गैस बनाते हैं और कृषि के लिए एक उत्कृष्ट उर्वरक है?
",1
भारतीय विमानन स्कूलं में पढे रहे सभी छात्रों की जांच की व्यवस्था भी की गई है .,"भारतीय उड़ान स्कूलों में नामांकित सभी छात्रों के बीच एक सत्यापन अभ्यास भी जारी है।
",1
"“ मैंने उसकी कीमियागरी को देखा है । ” <s> कीमियागर ने लड़के से कहा ,","""मुझे पता है कि सच्चे कीमियागर हैं,"" कीमियागर जारी है।
",1
ये आमतौर पर फूलों पर नहीं बैठतीं बल्कि खाद और अत्यधिक पके या गले हुए फलों की ओर बहुत ज़्यादा आकर्षित होती हैं .,"वे आम तौर पर फूलों के आगंतुक नहीं होते हैं, लेकिन दृढ़ता से खाद और अधिक फल या सड़ने वाले फलों की ओर आकर्षित होते हैं।
",1
"अगर आप मनोवैज्ञानिकों और दार्शनिकों की सुने,","ठीक है, अगर आप उन मनोवैज्ञानिकों और दार्शनिकों के पास जाते हैं,
",1
विश्व के चार प्रमुख धर्म : सनातन-हिन्दू बौद्ध जैन तथा सिख भारत में जन्में और विकसित हुए।,"विश्व के चार मुख्य धर्म: पारंपरिक-हिंदू, बौध, जैन और सिख भारत में पैदा हुए और प्रगति की है
",1
“ कानाहा ” का त्यौहार बारी-बारी से अलग-अलग गांवों में मनाया जाता है .,"का-ना-का त्योहार विभिन्न गांवों में रोटेशन द्वारा आयोजित किया जाता है।
",1
"अब , तस्वीरों का एक और सेट जारी हो गया है जिसमें कुछ नग्नता है , कुछ प्रलभन और कुछ छल-कपट .","अब, छवियों का एक और सेट-पोर्नोग्राफी, भाग उत्पीड़न, भाग हनीट्रैप-आउट है।
",1
जब हम सौर उष्मक से जल गर्म करते हैं तो इससे उच्च आवश्यकता वाले समय में बिजली की बचत होती है।,"सोलर हीटर का उपयोग पीक आवर्स में बिजली बचाने में मदद करता है।
",1
"लेकिन मेरा रोबोट, STriDER, इस तरह नहीं चलता |","लेकिन मेरा रोबोट, STriDER इस तरह नहीं चलता।
",1
"अगर आप लागू नहीं करते हैं, उपयोक्ता टैब पर बदलाव नहीं लिया जायेगा.","यदि आप लागू नहीं करते हैं, तो उपयोगकर्ता टैब पर किए गए परिवर्तन की अवहेलना की जाएगी।
",1
सुभद्रा कुमारी चौहान महादेवी जी का हाथ पकड़ कर सखियों के बीच में ले जाती और कहतीं - “सुनो ये कविता भी लिखती हैं”।,"सुभद्रा कुमारी चौहान महादेवीजी को अपने दोस्तों के समूह में ले जा रही थीं और कहती हैं - """" सुनो, वह भी कविताएँ लिखती हैं """"।
",1
इस समय इस समय इस कंप्यूटर पर ${OS1} और ${OS2} है; आप क्या करना चाहेंगे ?,"वर्तमान में इस कंप्यूटर पर $ {OS1} और $ {OS2} हैं। आप क्या करना पसंद करेंगे?
",1
लेकिन बांग्लदेशी अपनी कृतज्ञता को मजबूरी नहीं बल्कि स्वैच्छिक मामल बनाए रखना चाहते हैं .,"लेकिन बांग्लादेशियों को उनकी पसंद का आभार पसंद होगा, मजबूरी का नहीं।
",1
"तो शुरुवात यहीं से हुई, मगर सैनेटरी पैड बनाने के बाद,","कि यह सब कैसे शुरू हुआ, लेकिन सैनिटरी पैड बनाने के बाद,
",1
संक्रमण के तुरन्त बाद लगभग छ : घण्टे के भीतर ही जानवर की मौत हो जाती है .,"संक्रमण के तुरंत बाद पशु मर जाता है, आम तौर पर छह घंटे के भीतर।
",1
यह हिटलर की लूटपाट का शिकार बन गई .,"यह हिटलर की बर्बरता का शिकार हुआ।
",1
चिरंजी लाल दिल्ली का एक लैपिडरी प्रधान शिलपी एवं पच्चीकारक घोषित किया गया था।,"चिरंजी लाल, दिल्ली के एक लफेदरी, उन्होंने एक प्रधान शिल्पकार और पच्चीकारी के रूप में घोषणा की।
",1
रोगाणु रोधक लोशनों को पांवों पर लगाया जाना चाहिए और उनसे मुंह धोया जाना चाहिए .,"एंटीसेप्टिक लोशन को पैरों पर लगाया जाना चाहिए और मुंह धोने के रूप में उपयोग किया जाना चाहिए।
",1
"अमरीका में बच्चे बेहतर होते जा रहे हैं,","संयुक्त राज्य अमेरिका में बच्चों को बहुत बेहतर हो रहा है,
",1
> पिता से भिन्न आप नरम स्वभाव के माने जाते हैं .,"प्र। आप अपने पिता से अलग हैं, जिन्हें नरम कहा जाता है।
",1
छात्रों के लाकर्स में मारिजुआना पता करने के लिए बनाया गया था।,"छात्रों के लॉकर में मारिजुआना के लिए दहेज के लिए बनाया गया था।
",1
तो हमारे लिए यह सभी कुछ इतना अलग क्यों हो गया?,"तो हमारे लिए चीजें इतनी अलग कैसे हुईं?
",1
"दन्त चिकित्सा, दृर्टि निरीक्षण और चश्मों पर होनें वाले खर्च के सम्बन्ध में आप सहायता प्राप्त कर सकते है, परन्तु यह आप की आय पर आधारित है।","दंत चिकित्सा और चिकित्सा और नेत्र परीक्षण और लेंस के लिए, आप अपनी आय के आधार पर वित्तीय सहायता प्राप्त कर सकते हैं।
",1
संयुक्त राज्य अमेरिका (अंग्रेज़ी: United States of America) उत्तर अमेरिकी महाद्वीप में स्थित एक देश है।,"संयुक्त राज्य अमेरिका (अंग्रेज़ी: United States of America) उत्तरी अमेरिका महाद्वीप में स्थित एक देश है।
",1
मैं कह सकता हूँ कि आत्म - रक्षा के लिए मुझे ऐसा करना पड़ा । <s> मैं यह काम बहुत पोशीदा ढंग से कर सकता हूँ सब - कुछ पहले से सोच - समझकर ।,"मैं कह सकता हूं कि यह आत्मरक्षा थी। चुपचाप, यह सोचकर कि वह पहले से अच्छा था।
",1
"इन सबसे ऊपर , भारतीय अर्थव्यवस्था और उसका सामाजिक विकास पूरे तौर पर ब्रितानी अर्थव्यवस्था और उसके सामाजिक विकास के आधीन थे .","इन सबसे ऊपर, भारतीय अर्थव्यवस्था और सामाजिक विकास पूरी तरह से ब्रिटिश अर्थव्यवस्था और सामाजिक विकास के अधीन थे।
",1
मानव आबादी के लिखित प्रमाण २५० ई.पू तक मिलते हैँ जब इसे हैप्टानेसिया कहा जाता था।,"मानव आबादी पर लिखित जनगणना 250 ई.पू. , और हेप्टेनसिया कहलाते थे।
",1
जब मेरे पिता ने ये महसूस किया कि मैं,"जब मेरे पिताजी को एहसास हुआ कि मैं फिट नहीं होने वाला हूँ
",1
"पर्यटन में, कई अफ्रीकी देशों में, एक महान अवसर है।","पर्यटन में, कई अफ्रीकी देशों में, एक महान अवसर।
",1
इसके लिये जरूरी है कि वह URL पहले प्रयोग किया गया हो।,"यह महत्वपूर्ण है कि आपको पहले उस URL का उपयोग करना चाहिए था।
",1
यदि आप को विचार निष्कर्ष न्यायसंगत नहीं है तो आप क्या कर सकते हैं ?,"यदि आपको लगता है कि परिणाम उचित नहीं है तो आप क्या कर सकते हैं?
",1
अब वे इस बात का पक्का इंतजाम करने में लगे हैं कि एलसीए सफेद हाथी साबित न हो .,"वे अब अपनी उंगलियों को मजबूती से रख रहे हैं कि एलसीए को सफेद हाथी नहीं बनना चाहिए।
",1
"मेरे पास सब के बारे मे बताने का वक्त नहीं है, लेकिन","मुझे उनके माध्यम से जाने का समय नहीं मिला, लेकिन
",1
"पहुँच और उपलब्ध होना - लोग महत्वपूर्ण स्थानों पर समय पर , विश्वसनीय ढंग से और सुरक्षित नहीं पहुँच सकते ।","पहुंच और उपलब्धता: लोग उचित समय पर, मज़बूती से और सुरक्षित रूप से महत्वपूर्ण स्थानों पर नहीं पहुँच सकते।
",1
अलंकारिक प्रभाव अधिकतर बहुरंगी पत्थरों के मोजाइक पर सुंदर डिजाइनों के द्वारा उत्पन्न किया जाता था .,"सजावटी प्रभाव काफी हद तक बहुरंगी पत्थरों के मोज़ेक में काम किए गए सुंदर डिजाइनों द्वारा प्राप्त किया गया था।
",1
तो हम कह रहे हैं: १६ गुना आय और कार्बन में कोई विकास नहीं.,"तो हम कह रहे हैं: आय 16 गुना बढ़ रही है और कार्बन में कोई वृद्धि नहीं है।
",1
रवीन्द्रनाथ ठाकुर का जन्म देवेंद्रनाथ टैगोर और शारदा देवी के संतान के रूप में 7 मई 1861 को कोलकाता के जोड़ासाँको ठाकुरबाड़ी में हुआ।,"रवींद्रनाथ टैगोर का जन्म 7 मई को 1861 को कलकत्ता में जोंडोंके ठाकुरबाड़ी में देवेन्द्रनाथ टैगोर और सरदा देवी दम्पत्ति से हुआ।
",1
वे अब एक खादी कुर्ता और गाँधी टोपी पहनने लगे।,"उन्होंने अब ""कडी-कुर्ता"" (हाथ से बुनी अंगरखा) और ""गांधी टोपी"" (गांधी टोपी) ""पहनना शुरू किया।""
",1
"एक देश में, जहां यह अभी भी जोखिम भरा है के लिए लड़कियों को स्कूल जाने के लिए.","ऐसा देश जहां लड़कियों का स्कूल जाना अभी भी जोखिम भरा है।
",1
अततः एक मतैक्य हो गया जिसका प्रत्येक प्रतिद्वंद्वी ने अपने तरीके से अर्थ लगाया .,"अंत में एक आम सहमति मिली, जिसमें से प्रत्येक दावेदार ने अपने तरीके से व्याख्या की।
",1
ताकि नागरिक तूफानी पानी के निकासी के लिए बनी नालियों को साफ़ कर सकें |,"नागरिकों को भीड़-भाड़ वाली नालियों को साफ करने के लिए।
",1
ऊंटनियां प्राय : सूख जाती हैं और यदि गर्भवती होती हैं तो गर्भपात हो जाता है .,"गाय-ऊंट सूख जाते हैं और यदि वे बछड़े में होते हैं, तो गर्भपात अक्सर होता है।
",1
न्यायाधीशों और न्यायालय के अन्य अधिकारियों की अर्हताएं विहित थीं .,"न्यायाधीशों और न्यायालय के अन्य अधिकारियों की योग्यता निर्धारित की गई थी।
",1
गर्मी की अZवधि 7 से 9 दिन तक है .,"गर्मी की अवधि सात से नौ दिनों तक भिन्न होती है।
",1
दूरदर्शिता जो दूसरे नहीं देख पाएँ उसे देख पाने की कला है।,"दृष्टि यह देखने की कला है कि दूसरों के लिए क्या अदृश्य है।
",1
किरण बीर सेठी: और शहर अपना खाली समय देगी.,"किरण बीर सेठी: और शहर खाली समय देगा।
",1
"संदेश शरीर रिक्त है, लेकिन शीर्षक क्षेत्र में हस्ताक्षर '(%s)' है","संदेश निकाय रिक्त है, लेकिन शीर्ष लेख फ़ील्ड में हस्ताक्षर% (% s) 'है
",1
%s' एक वैध अक्षर नहीं है अक्षर '</' के बाद; '%s' एक अवयव नाम से प्रारंभ नहीं होता,"% s' अक्षर '</' का अनुसरण करने वाला एक वैध वर्ण नहीं है; '% s' एक तत्व नाम शुरू नहीं कर सकता है
",1
आप निम्न दरों में से एक पर पुनः नमूना ले सकते हैं.,"आप नीचे दी गई दरों में से एक को फिर से कर सकते हैं।
",1
मेरी वह राय है कि स्वतंत्रता के बारे में चर्चा मात्र हमें हमारे अभीष्ट लक्ष्य की ओर अधिक दुर नहीं ले जाएगी .,"मेरा विचार है कि स्वतंत्रता के बारे में सरल बात हमें बहुत प्रतिष्ठित लक्ष्य की ओर नहीं ले जाएगी।
",1
"उनकी अपनी परेशानियां हैं , इन परेशानियों को क़्यों और बढ़ाया जाये ?","उनकी खुद की मुसीबतें हैं; उन्हें क्यों जोड़ें?
",1
नेपाल का सामान्य खाना चने की दाल भात तरकारी अचार है ।,"नेपाल का मुख्य आहार दाल, चावल, सब्जियाँ, अचार हैं।
",1
महावीर सरन जैन का आलेख : सोलह कलाओं के अवतार श्री कृष्ण,"महावीर सरन जैन का लेख: 16 कलाओं का अवतार श्री कृष्ण
",1
गत एक साल में आ फिल्में प्रदर्शित हीं और 10 फिल्में निर्माणाधीन हैं .,"पिछले एक साल में, आठ फिल्में रिलीज हुई हैं, 10 और फिल्में फ्लोर पर हैं।
",1
३ साहित्य-लहरी - जिसमें उनके कूट पद संकलित हैं।,"3 साहित्य - प्रशंसक - यह उसका संकलित कोड पोस्ट है।
",1
आपके व्यवस्थापक द्वारा इस उपयोगकर्ता नाम से साइन इन करना अक्षम कर दिया गया है.,"इस उपयोगकर्ता नाम के साथ साइन इन करना आपके व्यवस्थापक द्वारा अक्षम कर दिया गया है।
",1
"यानी , सलमी बल्लेबाज या विकेट कीपर खोजने वाले चयनकर्ताओं के पास किसी खिलड़ी की क्षमता आंकने का कोई पैमाना नहीं होता .","इसका मतलब है कि जब चयनकर्ता सलामी बल्लेबाजों या विकेटकीपरों की तलाश करते हैं, तो उनके पास खिलाड़ी की क्षमताओं को आंकने के लिए कोई संकेत नहीं होता है।
",1
आप ईश्वर में तब तक विश्वास नहीं कर पाएंगे जब तक आप अपने आप में विश्वास नहीं करते.,"जब तक आप खुद पर विश्वास नहीं करते तब तक आप भगवान पर विश्वास नहीं कर सकते।
",1
ऐसे में आश्चर्य नहीं कि उनकी परेशानी से पार्टी में उनके प्रतिद्वंद्वी कैप्टन अमरिंदर सिंह के समर्थकों की बांछें खिल गई हैंउ .,"आश्चर्य की बात यह है कि उसके डिस्कॉम में मुस्कुराने वाले अधिकांश लोग पार्टी के प्रतिद्वंद्वी कैप्टन अमरिंदर सिंह के समर्थक हैं।
",1
"इसी दौरान , न्यूजप्रिंट की मांग बढ़ती जा रही Zथी जिसका अर्थ था बढ़ता आयात .","बढ़ती आयातों की आवश्यकता के बीच यह मांग बढ़ती जा रही थी।
",1
कुछ स्थानों का कम से कम हर छ : मास में और अन्य का काफ़ी कम बार निरीक्षण किया जाता है ।,,1
वे मुज्ह्से अपनी निजी सेवा की अपेक्षा नहीं करते .,"वे मुझसे व्यक्तिगत रूप से सेवा की उम्मीद नहीं करते हैं।
",1
अपने तंत्र के लिए उपलब्ध हजारो अनुप्रयोगों में से चुने,"आपके द्वारा अपने सिस्टम के लिए उपलब्ध हज़ारों एप्लिकेशनों में से आप चुन सकते हैं
",1
पंचांग '%s' में इस बैठक के साथ मुलाकात में विरोध,"कैलेंडर '% s' में एक नियुक्ति इस बैठक के साथ संघर्ष करती है
",1
अकबर ने स्वयं ही अपने मकबरे की रुपरेखा तैयार करवाई थी और स्थान का चुनाव भी उसने स्वयं ही किया था।,"अकबर ने खुद मकबरे को डिजाइन किया और इसके लिए जगह का चयन किया।
",1
"“ एस्थर । ” <s> एकदम भयाक्रान्त होकर उसने उसे बीच में ही टोक दिया ,","“एस्तेर! ""वह उसे छोटा, भयभीत काट दिया।
",1
स्वयं कुरान में इस शब्द का कोई ७० बार उल्लेख हुआ है।,"""कुरान"" शब्द कुरान में लगभग 70 बार आया है।
",1
अपने प्रथम चरण मे यह पार्टी कराची तक सीमित थी ।,"अपने पहले चरण में कराची के ऊपर इस पार्टी में।
",1
शल्य : नकुल और सहदेव की माता माद्री के भाई।,"शल्य: माद्री का भाई था, जो नकुल और सहदेव की माँ थी।
",1
कमीशन फॅार रेशियल इक्वॅालिटी किस प्रकार की भूमिका अदा करेगा ?,"नस्लीय समानता के लिए आयोग की क्या भूमिका होगी?
",1
कब और किसके द्वारा किया जाना है ।,"कब करना है और किसे करना है।
",1
१९७७ में इन्होंने अमर अकबर एन्थनी में अपने प्रदर्शन के लिए सर्वश्रेष्ठ अभिनेता का फिल्मफेयर पुरस्कार जीता।,"1977 में, उन्होंने अमर-अकबर-एंथनी फिल्म के लिए सर्वश्रेष्ठ अभिनेता का फिल्म किराया पुरस्कार जीता
",1
"उनमें से क़रीब 3,000 उड़ान भर रही हैं. हाँ,","और उनमें से कुछ 3,000 उड़ रहे हैं। बेशक, उनमें से एक
",1
अगर आप बेरोजगार है या फिर व्यवसायिक है तो आप को Working Families' Tax Credit मिल सकता है ।,"यदि आप कार्यरत हैं या स्वरोजगार कर रहे हैं तो आप वर्किंग फैमिलीज का टैक्स क्रेडिट प्राप्त कर सकते हैं।
",1
किन्तु जब किसी वस्तु को आग लगती तो उसे रेत और पानी से बुझा दिया जाता था .,"लेकिन जब किसी चीज में आग लगी, तो उसे रेत और पानी ने बाहर निकाला।
",1
तरीकों का वर्णन करती है जो स्कूलों में पढ़ने व लिखने के लिए सिखाई जाती हैं,"उन तरीकों का वर्णन करता है जो स्कूलों में पढ़ना और लिखना सिखाया जाता है
",1
एक रिपोर्ट के अनुसार यूरोपीय संघ ने फिलीस्तीनियों को इस वर्ष 2.5 विलियन डालर की आर्थिक सहायता दी है।,"एक रिपोर्ट बताती है कि यूरोपीय संघ ने इस साल फिलिस्तीनियों को लगभग 2.5 बिलियन डॉलर का अनुदान दिया है।
",1
उनका मानना है कि पार्टी के भविष्य के लिए यह जरूरी है .,"उनका मानना ​​है कि यह पार्टी के भविष्य के लिए महत्वपूर्ण है।
",1
"Mbox फाइल दूषित है, कृपया इसे ठीक करें. (पंक्ति की उम्मीद है, लेकिन प्राप्त नहीं कर पाया.)","MBOX फ़ाइल दूषित है, कृपया इसे ठीक करें। (एक लाइन से उम्मीद है, लेकिन यह नहीं मिला।)
",1
सामान्यत : 4 से 6 हंसों के लिए एक नर हंस रखा जाता है .,"आम तौर पर, एक पुरुष को चार से छह महिलाओं के साथ चलाया जाता है।
",1
अंडमान द्वीप समूह में पोर्ट ब्लेयर मुख्य व्यापारिक केन्द्र है .,"अंडमान द्वीप समूह में व्यापारिक गतिविधियों का मुख्य केंद्र पोर्ट ब्लेयर है।
",1
वजहः राजनीति में प्रतिबद्धता के क्षय का रोना रोने वालं के लिए यह घटनाक्रम उत्साहवर्द्धक होगा .,"राजनीति में विचारधारा का क्षरण करने वालों के लिए, यह एक हार्दिक विकास होगा।
",1
जेल जाने के एक दो हफ्ते बाद उन्होनें बाहर की दुनिया से संपर्क स्थापित कर लिया .,"उन्होंने एक या दो सप्ताह के भीतर बाहरी दुनिया से संपर्क स्थापित किया।
",1
इनका विकास काफी नियमित और अधिक था और छठे दशक में कुछ तेज़ ही रहा .,"उनकी विकास दर उच्च और स्थिर थी और साठ के दशक में थोड़ी तेज थी।
",1
अब अगर उसे अकेले चुनाव लड़ेने पर मजबूर होना पड़ तो उसका प्रदर्शन 1998 जैसा ही निराशाजनक हो सकता है .,"यदि इसे अकेले जाने के लिए मजबूर किया जाता है, तो यह 1998 की तरह ही विघटित हो सकता है।
",1
यहाँ है बच्चों की मृत्यु दर - यानि - जीवन -,"यहाँ आपके पास बाल मृत्यु दर है - अर्थात, अस्तित्व -
",1
"सिर्फ उसे दिखाओ, उसे डराओ | वो एक गुंडा है |","बस यह फ्लैश, आदमी को डरा। वह गुंडा है।
",1
"उनका सवाल है , ' ' यदि पुलिस अधिकारी बहादुरी भरी बात नहीं कहेगा तो कौन कहेगा ? ' '","“अगर एक पुलिस अधिकारी बहादुर शब्दों का उपयोग नहीं करेगा, तो कौन करेगा? "" वह पूछता है ।
",1
"अगर आपको आपके जी.पी. , दातों का डाक्टर , आँखों का डाक्टर , फार्मसिस्ट के बारे में शिकायत है तो आप आपके FHSA से सम्पर्क कर सकते है |","यदि आप अपने GP, डेंटिस्ट, ऑप्टिशियन या फार्मासिस्ट के बारे में शिकायत करना चाहते हैं, तो अपने FHSA से संपर्क करें।
",1
युद्ध Zका होला बिलकुल एक तथ्य पर आधारित प्रश्न था .,"युद्ध का अस्तित्व विशुद्ध रूप से तथ्य का सवाल था।
",1
{0}' नामक संपर्क सूची इस संपर्क सूची में पहले से ही उपस्थित है. क्या आप किसी तरह इसे जोड़ना चाहेंगे?,"इस संपर्क सूची में '{0}' नाम की एक संपर्क सूची पहले से है। क्या आप इसे किसी भी तरह जोड़ना चाहेंगे?
",1
उन्हें फौरन ही कानपुर साम्यवादी षड्यंत्र में भाग लेने के अभियोग के मुकदमें में कानपुर ले आया गया .,"कानपुर कम्युनिस्ट षड़यंत्र में अपने हिस्से का मुकदमा चलाने के लिए उन्हें तुरंत कानपुर ले जाया गया।
",1
"उन लोगॊं कॊ जॊ पहले ही अ्धेडावस्था में हैं, मसलन ५५ साल के.","जो लोग पहले से ही मध्यम आयु वर्ग में हैं, आइए 55 कहते हैं।
",1
जो उसके पीछे की एक एक ऐसी ही छत की निरंतरता में हैं.अंतराल की वीथियां पूजाकक्ष के चारों और की दो दीवारों के बीच के लिए रिक़्त हैं .,"गर्भगृह के चारों ओर दो दीवारों के बीच अंतराणु के अग्रभाग निरंतर परिधि-अव्यय के साथ होते हैं।
",1
रामायण कथा संग्रह - अन्य देशों में रामायण के अनुकूलन पर चर्चा,"रामायण कथा का संग्रह- दूसरे देश में रामायण अनुकूलन पर चर्चा।
",1
हमारी “राष्ट्र का स्वास्थ्य” (नेशनल हेल्थ सर्विसेस (NHS) 1948 से उत्कृष्ट सेवाओं के लिये पूरे संसार में प्रसिद्ध है।,"हमारी राष्ट्रीय स्वास्थ्य सेवा उत्कृष्ट सेवाओं के लिए पूरे विश्व में पहचानी जाती है जो 1948 से उपलब्ध है।
",1
हिन्दु यह मानते है कि ओम की ध्वनि पूरे ब्रह्मान्द मे गून्ज रही है।,"हिंदुओं का मानना ​​है कि 'ओम' के मंत्र पूरे ब्रह्मांड में कंपन कर रहे हैं।
",1
प्रत्येक टीम का उद्देश्य होता है दूसरी टीम से अधिक रन बनाना और दूसरी टीम के सभी खिलाड़ियों को आउट करना।,"प्रत्येक टीम का उद्देश्य रन बनाना है और विपरीत टीम के सभी खिलाड़ियों को बाहर करना है।
",1
"“%B”को रद्दी पर नहीं खिसका सका, क्या आप इन्हें तत्काल ही मिटाना चाहेंगे?","""% B"" कूड़ेदान में नहीं डाला जा सकता है। क्या आप इसे तुरंत हटाना चाहते हैं?
",1
